0.375,0.25
0,0
0.75,0
0,0.66667
0,0
0,0.5
0,0
0,0
0,0
0.2,0.4
0,0
0.25,0.5
0,0
0,0
0.33333,0.55556
0,0
0,0
0.75,0
0,0.375
0,0
0.28571,0
0,0.75
0,0
0.33333,0
0,0
0,0
0,0
0,0
