0,0
0,0
0.66667,0
0,0
0,0
0.66667,0
0,0.85714
0.66667,0
0,0
0,0
0,0
0,0
0.90909,0
0,0.85714
0,1
0.44444,0
0.5,0
0.66667,0
0.54545,0
0,0
0.8,0
0,0.85714
0.66667,0
0.8,0
0,1
0.66667,0
0,0
0,0
0,0
0,0
0,0
0.8,0
0.90909,0
0,1
0,0
0.66667,0
0,0.66667
0,0
0,0
0,0
0,0
0,1
