0.039873,0,0.0056331,0.091654,0.0058447,0.20904,0.031912,0.29647,0.067657,0.025221,0.016805,0.062321,0.010963,0.28243,0.0015773,0.003253,0.037491,0.10302,0.2736,0.010048,0.03783,0.036447,0.010387,0.22531,0.056535,0.0083022,0.054539,0.043824,0.016908,0.099424
0.30687,0,0.26914,0.25906,0.30469,0.19894,0.32632,0.14654,0.28026,0.22407,0.301,0.24736,0.28226,0.22594,0.028607,0.29493,0.29771,0.26129,0.26042,0.20238,0.29482,0.30571,0.28815,0.16663,0.26984,0.28159,0.15217,0.28707,0.22175,0.19851
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014904,0,0.05424,0.10307,0.24971,0.057223,0.014088,0.041183,0.064313,0.036937,0.022024,0.015202,0.13837,0.037458,0.0032529,0.19374,0.031061,0.020044,0.043118,0.016938,0.051666,0.10953,0.084582,0.025828,0.039217,0.099553,0.021784,0.0090423,0.063434,0.020713
0.31131,0,0.27213,0.33874,0.30469,0.29453,0.3274,0.2992,0.30658,0.25435,0.301,0.2863,0.26894,0.29711,0.035701,0.22428,0.2993,0.27854,0.30362,0.24619,0.29835,0.30828,0.29968,0.28444,0.29311,0.23381,0.25186,0.29187,0.236,0.29646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010969,0,0.053364,0.092872,0.24934,0.015953,0.0032906,0.0003119,0.058234,0.034385,0.021109,0.0088116,0.13831,0.005614,0.0030775,0.19264,0.02661,0.0069961,0.0084886,0.015199,0.047102,0.10532,0.083349,0.0023384,0.032738,0.097136,0.011808,0.0045876,0.060339,0.0078258
0.28406,0,0.18119,0.1221,0.21923,0.25447,0.31865,0.2992,0.18587,0.12359,0.25969,0.22344,0.16403,0.28688,0.015185,0.099912,0.23857,0.24727,0.28474,0.11179,0.21996,0.17247,0.20002,0.24452,0.19611,0.12075,0.119,0.26206,0.097886,0.17884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045394,0,0.21747,0.34346,0.01879,0.27148,0.14534,0.29307,0.016008,0.010455,0.094581,0.028634,0.00078451,0.059983,0.00345,0.03819,0.015953,0.23515,0.29213,0.15149,0.026434,0.17608,0.032786,0.10256,0.15151,0.074742,0.022443,0.2842,0.040111,0.097704
0.31353,0.3713,0.26036,0.34346,0.30444,0.18067,0.29106,0.12872,0.30459,0.29348,0.29662,0.27721,0.28418,0.28071,0.27863,0.28853,0.29647,0.24081,0.26826,0.2561,0.29724,0.29533,0.29578,0.28039,0.28761,0.26959,0.30019,0.27391,0.26372,0.293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014047,0,0.066683,0.057335,0.19641,0.067922,0.061393,0.067173,0.03311,0.042926,0.02184,0.013688,0.24473,0.017801,0.00038371,0.09375,0.019372,0.035758,0.047814,0.028847,0.10612,0.059739,0.14909,0.014767,0.018142,0.052206,0.046878,0.036694,0.042811,0.019223
0.31353,0.37283,0.29102,0.34346,0.30469,0.29453,0.3274,0.2992,0.30658,0.30625,0.301,0.28826,0.27041,0.29711,0.30282,0.29739,0.30071,0.27854,0.30362,0.30794,0.29742,0.30828,0.30206,0.28444,0.29311,0.29564,0.30303,0.29187,0.2878,0.30886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0096415,0,0.043206,0.0075273,0.19467,0.0099066,0.018057,0.0014808,0.029594,0.040607,0.01201,0.0099039,0.24473,0.01025,8.6736e-19,0.087913,0.016766,0.002092,0,0.0043817,0.1021,0.031719,0.14441,0.0043923,0.004892,0.042919,0.044226,3.6297e-05,0.035428,0.0048243
0.30701,0.22562,0.25753,0.34346,0.20232,0.28334,0.29154,0.29064,0.27537,0.19981,0.27148,0.22603,0.11056,0.24014,0.17098,0.20627,0.25226,0.27046,0.30362,0.26077,0.19192,0.29684,0.17265,0.25392,0.28013,0.2104,0.19197,0.29187,0.16721,0.27394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
