10
5
14
7
5
13
1
15
1
11
11
2
2
6
5
2
6
4
14
2
6
8
3
8
3
8
5
3
8
8
3
10
9
6
9
6
5
13
5
6
6
4
2
11
1
6
13
2
5
15
6
9
5
15
6
14
15
2
5
14
1
7
14
7
14
1
5
7
13
4
6
12
14
2
6
8
3
8
3
8
3
3
3
8
3
8
3
8
2
4
6
11
4
1
3
5
2
2
2
5
4
2
11
2
6
12
2
6
12
14
2
6
8
3
13
3
8
1
1
9
14
6
13
10
14
1
2
5
14
1
5
7
5
3
9
5
15
9
5
5
15
2
6
5
14
1
7
14
1
7
14
1
7
13
12
6
12
8
3
8
3
8
3
2
6
6
3
6
