0.084583,0.29885,0,0,0,0,0,0,0.050694,0.29885,0,0,0,0,0,0,0.043033,0.24309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027693,0.29885,0,0,0,0,0,0,0.034168,0.29885,0,0,0,0,0,0,0.033397,0.25573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070104,0.29839,0,0,0,0,0,0,0.16217,0.29885,0,0,0,0,0,0,0.16139,0.11744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018384,0.29885,0,0,0,0,0,0,0.064237,0.29233,0,0,0,0,0,0,0.062192,0.2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06855,0.31223,0,0,0,0,0,0,0.013517,0.32752,0,0,0,0,0,0,0.0055248,0.29616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043102,0.32545,0,0,0,0,0,0,0.02981,0.32752,0,0,0,0,0,0,0.025353,0.30017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031149,0.28356,0,0,0,0,0,0,0.029015,0.32752,0,0,0,0,0,0,0.022364,0.18665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011568,0.22268,0,0,0,0,0,0,0.039844,0.25317,0,0,0,0,0,0,0.037831,0.11831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15857,0.33167,0,0,0,0,0,0,0.034637,0.33183,0,0,0,0,0,0,0.014984,0.33183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044048,0.33183,0,0,0,0,0,0,0.15016,0.33183,0,0,0,0,0,0,0.14968,0.28758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038153,0.208,0,0,0,0,0,0,0.026233,0.27899,0,0,0,0,0,0,0.021842,0.12735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061658,0.15617,0,0,0,0,0,0,0.011014,0.25377,0,0,0,0,0,0,0.003699,0.13216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010325,0.28823,0,0,0,0,0,0,0.14316,0.29004,0,0,0,0,0,0,0.14201,0.14787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092286,0.29156,0,0,0,0,0,0,0.13322,0.28789,0,0,0,0,0,0,0.13219,0.15607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065344,0.29903,0,0,0,0,0,0,0.023038,0.29903,0,0,0,0,0,0,0.01577,0.29415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054145,0.28348,0,0,0,0,0,0,0.019135,0.29708,0,0,0,0,0,0,0.013113,0.24078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01743,0.28096,0,0,0,0,0,0,0.015366,0.299,0,0,0,0,0,0,0.013448,0.1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087071,0.25007,0,0,0,0,0,0,0.017463,0.30602,0,0,0,0,0,0,0.0092709,0.22021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065745,0.30628,0,0,0,0,0,0,0.033366,0.30671,0,0,0,0,0,0,0.027943,0.2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054628,0.30621,0,0,0,0,0,0,0.050143,0.30671,0,0,0,0,0,0,0.043809,0.27333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017078,0.24651,0,0,0,0,0,0,0.036762,0.2609,0,0,0,0,0,0,0.033799,0.13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022334,0.27512,0,0,0,0,0,0,0.050218,0.30347,0,0,0,0,0,0,0.046445,0.14863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011391,0.30474,0,0,0,0,0,0,0.26075,0.30474,0,0,0,0,0,0,0.25978,0.15902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014317,0.3033,0,0,0,0,0,0,0.16245,0.30474,0,0,0,0,0,0,0.1605,0.18003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015789,0.25938,0,0,0,0,0,0,0.10409,0.27784,0,0,0,0,0,0,0.10233,0.076584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010317,0.29852,0,0,0,0,0,0,0.060732,0.29852,0,0,0,0,0,0,0.059585,0.26341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15793,0.29852,0,0,0,0,0,0,0.017283,0.29852,0,0,0,0,0,0,0,0.29246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13805,0.27089,0,0,0,0,0,0,0.017557,0.29852,0,0,0,0,0,0,0.0037489,0.28356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033313,0.18118,0,0,0,0,0,0,0.0094086,0.25164,0,0,0,0,0,0,0.0057036,0.12992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03713,0.21462,0,0,0,0,0,0,0.013604,0.28383,0,0,0,0,0,0,0.0094747,0.14514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043066,0.31767,0,0,0,0,0,0,0.19886,0.31767,0,0,0,0,0,0,0.19838,0.25452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18708,0.31403,0,0,0,0,0,0,0.10732,0.31767,0,0,0,0,0,0,0.084779,0.30908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.9693e-05,0.31656,0,0,0,0,0,0,0.20429,0.31656,0,0,0,0,0,0,0.20429,0.19284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039756,0.29016,0,0,0,0,0,0,0.023945,0.31656,0,0,0,0,0,0,0.018035,0.26983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1106,0.19371,0,0,0,0,0,0,0.025061,0.31656,0,0,0,0,0,0,0.0013237,0.19303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075222,0.225,0,0,0,0,0,0,0.025437,0.30687,0,0,0,0,0,0,0.0098312,0.20515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3593,0,0,0,0,0,0,0,0.3593,0,0,0,0,0,0,0,0.30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031271,0.3593,0,0,0,0,0,0,0.0152,0.3593,0,0,0,0,0,0,0.014852,0.3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049616,0.28088,0,0,0,0,0,0,0.031495,0.3593,0,0,0,0,0,0,0.024844,0.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
