0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00046577,-0.00087086,-0.00051743,0.00094373,-0.00054727,0.001124,0.00061999,0.0011589,0.0047467,-0.00010219,-0.0029147,0.0009766,-0.00090616,-0.0029572,0.00031962,-0.00080625,0.0057226,-0.0013806,-0.00085805,-0.0031969,0.0027924,-0.0053894,-0.0017264,0.0055995,0.00298,0.0033715,0.0026753,-0.0023967,-0.00048122,-0.0028363,0.015603,0.0055496,-0.00096835,0.0041152,0.0072924,0.0087046,-0.0035274,-0.012452,0.011299,-0.01518,0.012321,0.024232,0.0035685,0.0076582,0.0088412,-0.0043808,-0.0099998,-0.0065948,0.020814,-0.018874,0.0041758,-0.0094803,0.00086901,-0.00066864,-0.00053028,0.0092715,-0.0099992,-0.028205,-0.019163,0.0014046,-0.038775,-0.023952,0.04291,0.021063,0.017994,-0.0058289,0.033529,-0.021059,-0.050743,0.0071893,-0.044436,0.037082,0.001812,-0.011947,0.0068868,-0.040369,0.034437,0.0036991,0.553
0,0.00025566,0.00050359,0.00038375,-0.0011532,0.00026816,-0.0013162,-0.0012711,-0.00086125,-0.0034769,0.00033241,0.0044337,0.0004242,0.00083418,0.002569,0.00071222,0.0022066,-0.0017301,0.00031945,0.0039533,0.0020784,-0.0028253,0.006429,0.0082667,-0.010522,-0.0041673,-0.0082002,0.0059776,-1.6405e-05,0.00014122,-0.0065024,-0.0074157,-0.0073793,-0.0038731,-0.012387,-0.0091072,-0.0053924,0.012994,-0.0025328,-0.010296,-0.0013927,-0.0013078,0.0038735,-0.012643,0.015702,0.004599,-0.0059236,-0.00021793,0.0080395,0.0091045,-0.019829,-0.016045,-0.020603,-0.0063629,0.0037223,-0.0031615,0.0082607,-0.0028717,-0.03122,0.0010159,-0.017549,-0.014456,-0.026732,0.036644,0.012534,-0.0028492,0.01844,0.010283,-0.013008,-0.053087,-0.0088625,-0.032009,0.074604,0.050807,-0.030527,0.010527,-0.073473,0.028165,-0.013763,0.73053
0,-0.00017288,-0.00025419,-0.00017482,0.0018736,-0.00020985,0.0025582,0.0014083,0.00081543,0.001966,-0.0010564,-0.0023008,0.0012251,-0.0012139,-0.0022801,0.004336,0.0014663,0.0025617,-0.0030385,-0.0016276,-0.0018439,-0.00054461,-0.0033331,-0.0039672,0.0071904,-0.0068775,0.0072404,0.002213,0.0032256,-0.0067331,0.010066,-0.010179,0.0033515,-0.0015082,-0.0022611,-0.0010979,0.0053894,-0.004888,0.01029,-0.013032,0.010478,-0.0068958,-0.012306,-0.0089369,0.00028952,0.0095166,-0.0026426,0.014854,0.011301,0.011481,0.015719,-0.011216,0.0007448,0.018576,-0.0076405,0.00621,0.034153,0.0067036,0.016926,0.0093255,-0.012465,0.0040357,0.011609,0.0010708,0.0080761,-0.0021073,0.043671,-0.016752,-0.048659,-0.052796,-0.03042,0.039542,0.060274,0.095912,-0.011047,0.032115,-0.075006,0.016431,0.019932,0.85293
0,0.00021871,0.00039199,-0.00043803,-0.0020406,0.001094,-0.0019532,-0.0012393,-0.0011649,-0.001118,-0.0012706,0.00074483,-0.0011897,0.0027086,0.0005847,-0.0044859,-0.0049657,-0.0036868,0.0041228,0.0017903,0.00023062,0.00022784,0.00038204,-0.0031557,0.0021394,0.0088953,0.0032355,-0.0074464,-0.0035447,0.0013825,-0.0029299,0.0029779,0.0017823,-0.0027152,0.007511,0.004152,-0.014648,-0.005243,0.01107,0.020206,-0.014098,-0.0021945,-0.0036477,-0.0083568,-0.021631,-0.0091895,0.0063352,0.0023714,-0.0066926,0.002786,0.0057297,0.025294,0.0015861,-0.0087974,-0.0061993,0.0020138,0.012646,0.025131,-0.011041,-0.0067868,-0.0030494,-0.0062198,0.00072545,0.032809,0.016247,0.0011247,0.01968,-0.049955,0.006257,-0.022052,-0.0057236,0.06271,0.066192,0.081748,-0.049117,0.038294,-0.069493,-0.0087373,0.072296,0.88707
0,-0.00054902,-0.00013007,0.00050907,0.0027173,-0.0020538,0.001796,0.00057246,0.0016032,0.0016904,0.00073392,-0.001292,-0.0018519,-0.0044761,0.00094799,0.0048248,0.0031579,0.0025196,0.002336,-0.0034214,-0.0015302,0.0030437,0.0002286,0.0085694,-0.0076189,0.0016785,-0.006,0.0032656,-0.00053165,-0.0020302,-0.0055952,0.0038044,0.0061483,0.00082302,-0.0095872,0.00012795,-0.00053021,0.0034329,-0.0032185,0.0041408,0.0011393,0.0036972,0.011471,-0.003928,-0.0076774,0.0026205,-0.014785,-0.0050346,-0.0031748,-0.027475,0.0044176,0.0084283,0.017433,0.0077278,-0.027426,-0.010942,-0.035129,-0.006175,0.023476,-0.020913,-0.0041672,0.0030714,0.00089485,0.010619,-0.012859,0.00098923,-0.0034254,-0.058611,0.053868,0.032444,0.00587,0.021695,0.070661,0.058419,-0.012681,0.060993,-0.058029,0.060198,0.039075,1.0084
0,0.00058166,0.00068654,-0.00055661,-0.0018717,0.0012082,-0.00077919,0.00038643,-0.00074447,-0.0014962,-0.0024495,0.0011036,0.0020105,0.0030758,-0.0027146,-0.0057796,-0.003471,0.00046548,-0.0021243,0.0010013,0.0027249,0.00086558,0.0019915,-0.0023682,0.006657,0.004699,0.0019068,-0.0016792,-0.0053518,-0.0060536,-0.0028492,0.004006,0.0032972,-0.00032644,-0.00080391,-0.0052205,0.010677,0.0055444,-0.004346,-0.0044699,0.002898,-0.00118,-0.0046249,0.017483,0.030321,0.015553,-0.016607,-0.0074175,-0.0023853,-0.0012325,0.012447,-0.0034243,-0.0081891,0.011583,0.021723,0.0043915,-0.019727,-0.01827,0.019673,-0.017268,-0.026465,-0.014775,-0.0015282,-0.025814,0.011983,-0.037299,-0.031012,-0.0086095,0.0206,0.030376,0.031796,0.020942,0.012315,0.091791,0.040754,0.11519,-0.068064,0.062316,0.0020357,1.0614
0,-0.00041736,-0.0005398,0.00048383,0.0023281,-0.00089447,-0.0002037,-0.0011349,-0.0019326,0.0012584,0.00064031,-0.001063,-0.0046526,-0.002151,0.0031852,0.0056634,0.0028087,0.0025829,-0.0021287,-0.0024797,-0.0050248,-0.0054781,0.0043821,-0.002555,-0.0079377,-0.0052163,0.0043312,-0.0033362,-0.0024736,0.0096069,0.0083013,-0.009756,-0.0056874,-0.0044808,0.0092317,0.005178,-0.013105,-0.0042311,0.0015311,0.0055998,-0.0033795,-0.0027932,-0.0039072,0.010682,0.00026896,-0.0037612,0.012389,0.00019866,-0.007193,0.014904,-0.005991,0.0058494,-0.0076568,0.011785,0.034041,-0.0033018,0.0045005,-0.0034501,-0.0035069,0.0017442,0.0010547,-0.020988,-0.0096181,0.0064813,0.029951,-0.030514,-0.023824,0.037295,0.041874,0.032397,0.041607,0.010025,-0.039261,0.072319,0.0092908,0.096341,-0.04847,-0.0029376,-0.053082,1.0457
0,0.00040998,0.00076926,-0.0011241,-0.0014363,0.001515,0.0016213,0.00058926,0.0038852,0.00055669,0.0012154,0.0029488,0.0029421,0.0016539,-0.0030167,-0.0030059,-0.0012336,-0.00082507,0.0045616,0.00090305,-0.001806,-0.00033261,-0.0032772,-0.0005238,0.0045809,-0.0096678,0.0023048,0.0073354,-5.0372e-06,0.001669,0.0054607,0.00032535,-0.0037987,0.0027039,0.0019493,0.00022242,0.0050382,0.003481,-0.0059257,0.0048486,0.014591,-0.0051599,-0.00067747,-0.0095821,-0.015894,-0.0077771,7.8084e-05,0.0059588,0.011048,0.0050968,-0.003953,0.0035266,0.023061,-0.014164,0.0062058,-0.026402,-0.0035316,-0.019085,-0.013639,-0.00053544,0.0077733,0.0084232,-0.027978,0.052144,-0.013624,0.0080867,0.021145,0.03882,0.039967,0.081587,-0.047981,-0.021432,-0.031195,0.068717,0.0070176,0.068267,-0.015254,0.0047035,-0.082671,0.90468
0,-0.00026477,-0.00061453,0.0010881,0.00011576,-0.00078027,-0.0024762,-0.00052655,-0.0032497,0.00030888,0.00019795,-0.0053866,-0.0028759,-0.00072844,0.00075828,-0.0010218,0.0032441,-0.002091,-0.0077607,-0.0032403,0.0021619,0.0015954,-0.0042986,-0.00047647,-0.00028401,0.012957,-0.0047244,-0.0028543,0.0053795,-0.00854,-0.0068291,0.0072937,0.0032138,-0.0010045,-0.00073077,0.003915,0.0053798,-0.0026484,-0.0010709,-0.010298,-0.0016199,-0.001231,-0.018702,-0.0030675,0.004773,0.00016786,0.0046325,0.0046755,0.009027,-0.0036057,-0.0097258,-0.015935,-0.015286,-0.01772,-0.0029398,0.02397,0.010651,0.014819,-0.0067501,0.019324,0.018771,0.023154,-0.0042954,0.03507,-0.01806,0.034815,0.024166,0.028131,0.025458,0.069191,-0.02642,-0.032921,-0.01085,0.063713,0.0030862,0.043522,-0.011171,-0.026361,-0.056505,1.0564
